query_segment_id,query_episode_id,query_verb,query_start_time,query_end_time,query_video_path,neighbor_rank,neighbor_segment_id,neighbor_episode_id,neighbor_verb,neighbor_start_time,neighbor_end_time,neighbor_video_path,distance,same_verb
synthetic_ep_07_adjust_3,synthetic_ep_07,adjust,0.0,1.29,nan,4,synthetic_ep_00_adjust_3,synthetic_ep_00,adjust,0.0,1.26,nan,1.4456355381249073,True
synthetic_ep_07_adjust_3,synthetic_ep_07,adjust,0.0,1.29,nan,5,synthetic_ep_04_adjust_3,synthetic_ep_04,adjust,0.0,1.29,nan,1.6426449833903065,True
synthetic_ep_07_fold_0,synthetic_ep_07,fold,0.0,0.93,nan,1,synthetic_ep_03_fold_0,synthetic_ep_03,fold,0.0,0.9,nan,2.694300251326286,True
synthetic_ep_07_fold_0,synthetic_ep_07,fold,0.0,0.93,nan,2,synthetic_ep_05_fold_0,synthetic_ep_05,fold,0.0,0.96,nan,2.8766604758374887,True
synthetic_ep_07_fold_0,synthetic_ep_07,fold,0.0,0.93,nan,3,synthetic_ep_01_fold_0,synthetic_ep_01,fold,0.0,0.93,nan,4.125699193379633,True
synthetic_ep_07_fold_0,synthetic_ep_07,fold,0.0,0.93,nan,4,synthetic_ep_02_fold_0,synthetic_ep_02,fold,0.0,0.96,nan,4.3142153929380775,True
synthetic_ep_07_fold_0,synthetic_ep_07,fold,0.0,0.93,nan,5,synthetic_ep_06_fold_0,synthetic_ep_06,fold,0.0,0.9,nan,4.384178090392712,True
synthetic_ep_07_smooth_1,synthetic_ep_07,smooth,0.0,1.05,nan,1,synthetic_ep_01_smooth_1,synthetic_ep_01,smooth,0.0,1.05,nan,2.9121426756468445,True
synthetic_ep_07_smooth_1,synthetic_ep_07,smooth,0.0,1.05,nan,2,synthetic_ep_03_smooth_1,synthetic_ep_03,smooth,0.0,1.02,nan,3.1315473504423372,True
synthetic_ep_07_smooth_1,synthetic_ep_07,smooth,0.0,1.05,nan,3,synthetic_ep_05_smooth_1,synthetic_ep_05,smooth,0.0,1.08,nan,3.6469490777421165,True
synthetic_ep_07_smooth_1,synthetic_ep_07,smooth,0.0,1.05,nan,4,synthetic_ep_00_smooth_1,synthetic_ep_00,smooth,0.0,1.02,nan,4.5493044751536935,True
synthetic_ep_07_smooth_1,synthetic_ep_07,smooth,0.0,1.05,nan,5,synthetic_ep_04_smooth_1,synthetic_ep_04,smooth,0.0,1.05,nan,4.620206383304367,True
