episode_id,segment_id,canonical_verb,start_time,end_time,duration,tracking_valid_frac,measured_tracking_valid_frac,tracking_quality,missing_value_rate,interpolated_value_count,coordinate_mode,pose_source_path,video_path,source_data_path,is_valid,rejection_reason,cluster_id,mean_same_verb_knn_distance,distinctiveness_percentile,cluster_rarity,potential_tracking_outlier,selected,selection_reason
synthetic_ep_04,synthetic_ep_04_pick_2,pick,0.0,1.1700000000000002,1.1700000000000002,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_04_pick_2.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_04_pick_2.npz,True,,pick__2,2.5489689693372943,1.0,0.75,False,True,facility_location_gain_per_second
synthetic_ep_04,synthetic_ep_04_smooth_1,smooth,0.0,1.05,1.05,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_04_smooth_1.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_04_smooth_1.npz,True,,smooth__0,3.079912646614712,0.375,0.5,False,False,
synthetic_ep_05,synthetic_ep_05_adjust_3,adjust,0.0,1.32,1.32,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_adjust_3.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_adjust_3.npz,True,,adjust__0,2.0298598265460113,0.875,0.125,False,False,
synthetic_ep_05,synthetic_ep_05_fold_0,fold,0.0,0.96,0.96,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_fold_0.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_fold_0.npz,True,,fold__1,3.2422463705993656,0.5,0.5,False,True,facility_location_gain_per_second
synthetic_ep_05,synthetic_ep_05_pick_2,pick,0.0,1.2000000000000002,1.2000000000000002,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_pick_2.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_pick_2.npz,True,,pick__1,2.1169967213163776,0.375,0.625,False,False,
synthetic_ep_05,synthetic_ep_05_smooth_1,smooth,0.0,1.08,1.08,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_smooth_1.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_05_smooth_1.npz,True,,smooth__1,3.196056968215946,0.5,0.5,False,False,
synthetic_ep_06,synthetic_ep_06_adjust_3,adjust,0.0,1.26,1.26,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_adjust_3.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_adjust_3.npz,True,,adjust__0,1.8411110804267803,0.75,0.125,False,False,
synthetic_ep_06,synthetic_ep_06_fold_0,fold,0.0,0.9,0.9,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_fold_0.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_fold_0.npz,True,,fold__0,2.859306910502074,0.125,0.5,False,True,preserve_populated_verb
synthetic_ep_06,synthetic_ep_06_pick_2,pick,0.0,1.14,1.14,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_pick_2.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_pick_2.npz,True,,pick__0,2.099608589595359,0.25,0.625,False,False,
synthetic_ep_06,synthetic_ep_06_smooth_1,smooth,0.0,1.02,1.02,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_smooth_1.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_06_smooth_1.npz,True,,smooth__0,3.8884856326133495,1.0,0.5,False,True,facility_location_gain_per_second
synthetic_ep_07,synthetic_ep_07_adjust_3,adjust,0.0,1.29,1.29,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_adjust_3.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_adjust_3.npz,True,,adjust__0,1.2445692702088,0.125,0.125,False,False,
synthetic_ep_07,synthetic_ep_07_fold_0,fold,0.0,0.93,0.93,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_fold_0.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_fold_0.npz,True,,fold__1,3.6790106807748395,0.875,0.5,False,False,
synthetic_ep_07,synthetic_ep_07_pick_2,pick,0.0,1.1700000000000002,1.1700000000000002,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_pick_2.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_pick_2.npz,True,,pick__2,2.478930099030567,0.875,0.75,False,False,
synthetic_ep_07,synthetic_ep_07_smooth_1,smooth,0.0,1.05,1.05,0.98,1.0,0.98,0.0,0,source_declared_head_frame,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_smooth_1.npz,,C:\Users\trey2\Desktop\ny_hackathon\NY-Hackathon-2026\experiments\egotrim_diversity_v2\synthetic_inputs\poses\synthetic_ep_07_smooth_1.npz,True,,smooth__1,3.7720299924578717,0.875,0.5,False,True,facility_location_gain_per_second
