episode_id,segment_id,canonical_verb,start_time,end_time,duration,start_frame,end_frame_exclusive,tracking_valid_frac,pose_ref,video_path,source_data_path
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000012,fold_clothes,12.0,13.0,1.0,360,390,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000012.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000013,fold_clothes,13.0,14.0,1.0,390,420,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000013.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000014,fold_clothes,14.0,15.0,1.0,420,450,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000014.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000015,fold_clothes,15.0,16.0,1.0,450,480,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000015.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000016,fold_clothes,16.0,17.0,1.0,480,510,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000016.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000017,fold_clothes,17.0,18.0,1.0,510,540,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000017.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000018,fold_clothes,18.0,19.0,1.0,540,570,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000018.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000019,fold_clothes,19.0,20.0,1.0,570,600,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000019.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000020,fold_clothes,20.0,21.0,1.0,600,630,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000020.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000021,fold_clothes,21.0,22.0,1.0,630,660,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000021.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000022,fold_clothes,22.0,23.0,1.0,660,690,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000022.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000023,fold_clothes,23.0,24.0,1.0,690,720,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000023.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000024,fold_clothes,24.0,25.0,1.0,720,750,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000024.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000025,fold_clothes,25.0,26.0,1.0,750,780,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000025.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000026,fold_clothes,26.0,27.0,1.0,780,810,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000026.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000027,fold_clothes,27.0,28.0,1.0,810,840,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000027.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000028,fold_clothes,28.0,29.0,1.0,840,870,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000028.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000029,fold_clothes,29.0,30.0,1.0,870,900,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000029.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000030,fold_clothes,30.0,31.0,1.0,900,930,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000030.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000031,fold_clothes,31.0,32.0,1.0,930,960,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000031.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000032,fold_clothes,32.0,33.0,1.0,960,990,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000032.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000033,fold_clothes,33.0,34.0,1.0,990,1020,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000033.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000034,fold_clothes,34.0,35.0,1.0,1020,1050,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000034.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000035,fold_clothes,35.0,36.0,1.0,1050,1080,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000035.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000036,fold_clothes,36.0,37.0,1.0,1080,1110,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000036.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000037,fold_clothes,37.0,38.0,1.0,1110,1140,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000037.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000038,fold_clothes,38.0,39.0,1.0,1140,1170,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000038.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000039,fold_clothes,39.0,40.0,1.0,1170,1200,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000039.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000040,fold_clothes,40.0,41.0,1.0,1200,1230,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000040.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000041,fold_clothes,41.0,42.0,1.0,1230,1260,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000041.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000042,fold_clothes,42.0,43.0,1.0,1260,1290,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000042.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000043,fold_clothes,43.0,44.0,1.0,1290,1320,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000043.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000044,fold_clothes,44.0,45.0,1.0,1320,1350,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000044.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000045,fold_clothes,45.0,46.0,1.0,1350,1380,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000045.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000046,fold_clothes,46.0,47.0,1.0,1380,1410,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000046.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000047,fold_clothes,47.0,48.0,1.0,1410,1440,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000047.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000048,fold_clothes,48.0,49.0,1.0,1440,1470,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000048.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000049,fold_clothes,49.0,50.0,1.0,1470,1500,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000049.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000050,fold_clothes,50.0,51.0,1.0,1500,1530,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000050.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000051,fold_clothes,51.0,52.0,1.0,1530,1560,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000051.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000052,fold_clothes,52.0,53.0,1.0,1560,1590,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000052.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000053,fold_clothes,53.0,54.0,1.0,1590,1620,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000053.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000054,fold_clothes,54.0,55.0,1.0,1620,1650,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000054.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000055,fold_clothes,55.0,56.0,1.0,1650,1680,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000055.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000056,fold_clothes,56.0,57.0,1.0,1680,1710,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000056.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000057,fold_clothes,57.0,58.0,1.0,1710,1740,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000057.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000058,fold_clothes,58.0,59.0,1.0,1740,1770,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000058.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000059,fold_clothes,59.0,60.0,1.0,1770,1800,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000059.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000060,fold_clothes,60.0,61.0,1.0,1800,1830,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000060.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000061,fold_clothes,61.0,62.0,1.0,1830,1860,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000061.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000062,fold_clothes,62.0,63.0,1.0,1860,1890,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000062.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000063,fold_clothes,63.0,64.0,1.0,1890,1920,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000063.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000064,fold_clothes,64.0,65.0,1.0,1920,1950,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000064.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000065,fold_clothes,65.0,66.0,1.0,1950,1980,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000065.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000066,fold_clothes,66.0,67.0,1.0,1980,2010,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000066.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000067,fold_clothes,67.0,68.0,1.0,2010,2040,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000067.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000068,fold_clothes,68.0,69.0,1.0,2040,2070,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000068.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000069,fold_clothes,69.0,70.0,1.0,2070,2100,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000069.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000070,fold_clothes,70.0,71.0,1.0,2100,2130,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000070.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000071,fold_clothes,71.0,72.0,1.0,2130,2160,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000071.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000072,fold_clothes,72.0,73.0,1.0,2160,2190,1.0,,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000072.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
