episode_id,segment_id,canonical_verb,start_time,end_time,duration,cluster_id,distinctiveness_percentile,selection_reason,source_data_path
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000070,fold_clothes,70.0,71.0,1.0,fold_clothes__1,0.33663366336633666,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000063,fold_clothes,63.0,64.0,1.0,fold_clothes__3,0.8712871287128713,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000088,fold_clothes,88.0,89.0,1.0,fold_clothes__1,0.9801980198019802,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000058,fold_clothes,58.0,59.0,1.0,fold_clothes__1,0.9702970297029703,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000028,fold_clothes,28.0,29.0,1.0,fold_clothes__1,0.49504950495049505,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000006,fold_clothes,6.0,7.0,1.0,fold_clothes__1,0.6732673267326733,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000091,fold_clothes,91.0,92.0,1.0,fold_clothes__1,0.9207920792079208,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000006,fold_clothes,6.0,7.0,1.0,fold_clothes__3,0.9504950495049505,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000085,fold_clothes,85.0,86.0,1.0,fold_clothes__0,0.9306930693069307,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000072,fold_clothes,72.0,73.0,1.0,fold_clothes__0,0.9603960396039604,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000051,fold_clothes,51.0,52.0,1.0,fold_clothes__1,0.9405940594059405,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000022,fold_clothes,22.0,23.0,1.0,fold_clothes__1,0.900990099009901,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000017,fold_clothes,17.0,18.0,1.0,fold_clothes__1,0.7128712871287128,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000016,fold_clothes,16.0,17.0,1.0,fold_clothes__1,0.7029702970297029,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000005,fold_clothes,5.0,6.0,1.0,fold_clothes__2,0.37623762376237624,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000081,fold_clothes,81.0,82.0,1.0,fold_clothes__1,0.8217821782178217,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000032,fold_clothes,32.0,33.0,1.0,fold_clothes__1,0.8514851485148515,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000023,fold_clothes,23.0,24.0,1.0,fold_clothes__1,0.8415841584158416,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000088,fold_clothes,88.0,89.0,1.0,fold_clothes__1,0.7722772277227723,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000060,fold_clothes,60.0,61.0,1.0,fold_clothes__1,0.8910891089108911,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000073,fold_clothes,73.0,74.0,1.0,fold_clothes__1,0.8613861386138614,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000015,fold_clothes,15.0,16.0,1.0,fold_clothes__1,0.5247524752475248,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000041,fold_clothes,41.0,42.0,1.0,fold_clothes__1,0.8811881188118812,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000081,fold_clothes,81.0,82.0,1.0,fold_clothes__0,0.9108910891089109,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000087,fold_clothes,87.0,88.0,1.0,fold_clothes__1,0.0297029702970297,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000
2025-09-20-17-47-54-000000,2025-09-20-17-47-54-000000:front_1:000092,fold_clothes,92.0,93.0,1.0,fold_clothes__1,0.801980198019802,facility_location_gain_per_second,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-47-54-000000
